// Item Trade Restrictions Database
// Defines special trade rules for individual items.
//
// Structure of Database:
// Item ID, TradeMask,Group Level Override
//
// Legend for 'TradeMask' field (bitmask):
// 1   - item can't be dropped
// 2   - item can't be traded (nor vended)
// 4   - wedded partner can override restriction 2
// 8   - item can't be sold to npcs
// 16  - item can't be placed in the cart
// 32  - item can't be placed in the storage
// 64  - item can't be placed in the guild storage
// 128 - item can't be attached to mail
// 256 - item can't be auctioned
//
// Example:
// 1161,67,50
//	Balmung cannot be dropped, traded, or placed in Guild Storage (1+2+64).
//	Only groups of group-level 50 and up can override this setting.

14039,475,100// 하키마스크 상자
14040,475,100// 옵저버 상자
14041,475,100// 노랑나비의 날개 5개 상자
14042,475,100// 노랑나비의 날개 10개 상자
14043,475,100// 초록나비의 날개 5개 상자
14044,475,100// 초록나비의 날개 10개 상자
14045,475,100// 빨간나비의 날개 5개 상자
14046,475,100// 빨간나비의 날개 10개 상자
14047,475,100// 파란나비의 날개 5개 상자
14048,475,100// 파란나비의 날개 10개 상자
14049,475,100// 톡톡캔디 5개 상자
14050,475,100// 톡톡캔디 10개 상자
14051,475,100// 던전 이동 스크롤II 5개 상자
14052,475,100// 던전 이동 스크롤II 10개 상자
14053,475,100// 리틀 엔젤 돌 상자
14054,475,100// 포링 삼단모자 상자
14055,475,100// 네이건 상자
14056,475,100// 꼬챙이 상자
14057,475,100// 생존의 지팡이 상자
14058,475,100// 쿼드릴 상자
14059,475,100// 그레이트액스 상자
14060,475,100// 블러디로어 상자
14061,475,100// 양장본 상자
14062,475,100// 화이어 브랜드 상자
14063,475,100// 무형검 상자
14064,475,100// 언홀리터치 상자
14065,475,100// 생존의 망토 상자
14066,475,100// 나비 가면 상자
14067,475,100// 오크히어로의 투구 상자
14068,475,100// 악마의 날개귀 상자
14069,475,100// 검은 눈가리개 상자
14070,475,100// 늘어진 고양이 상자
14071,475,100// 커세어 상자
14072,475,100// 피묻은 철구 상자
14073,475,100// 스피리츄얼링 상자
14074,475,100// 환영의 술잔 5개 상자
14075,475,100// 환영의 술잔 10개 상자
14076,475,100// 쉐도우 아머 스크롤 5개 상자
14077,475,100// 쉐도우 아머 스크롤 10개 상자
14078,475,100// 쉐도우 아머 스크롤 30개 상자
14079,475,100// 홀리 아머 스크롤 5개 상자
14080,475,100// 홀리 아머 스크롤 10개 상자
14081,475,100// 홀리 아머 스크롤 30개 상자
14082,475,100// 소형 물리 방어 포션 10개 상자
14083,475,100// 소형 물리 방어 포션 30개 상자
14084,475,100// 소형 물리 방어 포션 50개 상자
14085,475,100// 대형 물리 방어 포션 10개 상자
14086,475,100// 대형 물리 방어 포션 30개 상자
14087,475,100// 대형 물리 방어 포션 50개 상자
14088,475,100// 소형 마법 방어 포션 10개 상자
14089,475,100// 소형 마법 방어 포션 30개 상자
14090,475,100// 소형 마법 방어 포션 50개 상자
14091,475,100// 대형 마법 방어 포션 10개 상자
14092,475,100// 대형 마법 방어 포션 30개 상자
14093,475,100// 대형 마법 방어 포션 50개 상자
14094,475,100// 비상하는 천사 상자
14095,475,100// 네코미미 상자
14096,475,100// 월야화 모자 상자
14097,475,100// 병아리 모자 상자
14098,475,100// 페코페코 머리띠 상자
14099,475,100// 빨간안경 상자
14100,475,100// 위스퍼 마스크 상자
14101,475,100// 라면모자 상자
14102,475,100// 던전 이동 스크롤 5개 상자
14103,475,100// 헬스장 회원권 상자
14104,475,100// 소형 생명수 10개 상자
14105,475,100// 소형 생명수 30개 상자
14106,475,100// 소형 생명수 50개 상자
14107,475,100// 중형 생명수 10개 상자
14108,475,100// 중형 생명수 30개 상자
14109,475,100// 중형 생명수 50개 상자
14110,475,100// 연마제 5개 상자
14111,475,100// 연마제 10개 상자
14112,475,100// 회복력 향상포션 5개 상자
14113,475,100// 회복력 향상포션 10개 상자
14114,475,100// 던전 이동 스크롤 10개 상자
14115,475,100// 등뒤를 베는자 상자
14116,475,100// 무라마사 상자
14117,475,100// 엑스칼리버 상자
14118,475,100// 컴뱃나이프 상자
14119,475,100// 카운터단검 상자
14120,475,100// 카이저너클 상자
14121,475,100// 마이트스태프 상자
14122,475,100// 라이트엡실론 상자
14123,475,100// 발리스타 상자
14124,475,100// 현자의 일기 상자
14125,475,100// 아슈라 상자
14126,475,100// 명사수의 사과 상자
14127,475,100// 토끼머리띠 상자
14128,475,100// 삿갓 상자
14129,475,100// 로드서클릿 상자
14130,475,100// 요정의 귀 상자
14131,475,100// 강철의 꽃잎 상자
14132,475,100// 크리티컬링 상자
14133,475,100// 이어링 상자
14134,475,100// 링 상자
14135,475,100// 네클리스 상자
14136,475,100// 글러브 상자
14137,475,100// 브로치 상자
14138,475,100// 로자리 상자
14139,475,100// 세이프티링 상자
14140,475,100// 베스퍼코어01 상자
14141,475,100// 베스퍼코어02 상자
14142,475,100// 베스퍼코어03 상자
14143,475,100// 베스퍼코어04 상자
14144,475,100// 1시간 패키지 Vol 1
14145,475,100// 1시간 패키지 Vol 2
14146,475,100// 1시간 패키지 Vol 3
14147,475,100// 1시간 패키지 Vol 4
14148,475,100// 1시간 패키지 Vol 5
14149,475,100// 1시간 패키지 Vol 6
14150,475,100// 2시간 패키지 Vol 1
14151,475,100// 2시간 패키지 Vol 2
14152,475,100// 2시간 패키지 Vol 3
14153,475,100// 2시간 패키지 Vol 4
14154,475,100// 2시간 패키지 Vol 5
14155,475,100// 2시간 패키지 Vol 6
14156,475,100// 전투교범 10개 상자
14157,475,100// 보험증서 10개 상자
14158,475,100// 풍선껌 10개 박스
14159,475,100// 혓바닥요리 10개 상자
14160,475,100// 사막전갈 모래찜 10개 상자
14161,475,100// 칵테일 용의 숨결 10개 상자
14162,475,100// 흐베르겔미르의 술 10개 상자
14163,475,100// 구미호 꼬리요리 10개 상자
14164,475,100// 불사의 찌개 10개 상자
14165,475,100// 카프라 명함 10개 상자
14166,475,100// 거대한 파리의 날개 10개 상자
14167,475,100// 섬광막대 상자
14168,475,100// 볼록거울 10개 상자
14169,475,100// 블레싱 스크롤 10개 상자
14170,475,100// 민첩성증가 스크롤 10개 상자
14171,475,100// 아스페르시오 스크롤 10개 상자
14172,475,100// 구 아숨프티오 스크롤 10개 상자
14173,475,100// 윈드워크 스크롤 10개 상자
14174,475,100// 아드레날린러쉬 스크롤 10개 상자
14175,475,100// 확성기 10개 상자
14176,475,100// 농축 에르늄 10개 상자
14177,475,100// 농축 오리데오콘 10개 상자
14178,475,100// 지크프리드의 증표 10개 상자
14179,475,100// 거대한 파리의 날개 50개 상자
14180,475,100// 거대한 파리의 날개 100개 상자
14181,475,100// 흐베르겔미르의 술 30개 상자
14182,475,100// 흐베르겔미르의 술 50개 상자
14183,475,100// 구미호 꼬리요리 30개 상자
14184,475,100// 구미호 꼬리요리 50개 상자
14185,475,100// 민첩성증가 스크롤 30개 상자
14186,475,100// 민첩성증가 스크롤 50개 상자
14187,475,100// 불사의 찌개 30개 상자
14188,475,100// 불사의 찌개 50개 상자
14189,475,100// 보험증서 30개 상자
14190,475,100// 보험증서 50개 상자
14191,475,100// 볼록거울 5개 상자
14192,475,100// 볼록거울 30개 상자
14193,475,100// 블레싱 스크롤 30개 상자
14194,475,100// 블레싱 스크롤 50개 상자
14195,475,100// 아드레날린러쉬 스크롤 30개 상자
14196,475,100// 아드레날린러쉬 스크롤 50개 상자
14197,475,100// 구 아숨프티오 스크롤 30개 상자
14198,475,100// 구 아숨프티오 스크롤 50개 상자
14199,475,100// 아스페르시오 스크롤 30개 상자
14200,475,100// 아스페르시오 스크롤 50개 상자
14201,475,100// 사막전갈 모래찜 30개 상자
14202,475,100// 사막전갈 모래찜 50개 상자
14203,475,100// 윈드워크 스크롤 30개 상자
14204,475,100// 윈드워크 스크롤 50개 상자
14205,475,100// 칵테일 용의 숨결 30개 상자
14206,475,100// 칵테일 용의 숨결 50개 상자
14207,475,100// 전투교범 상자
14208,475,100// 전투교범 5개 상자
14209,475,100// 지크프리드의 증표 5개 상자
14210,475,100// 지크프리드의 증표 20개 상자
14211,475,100// 카프라 명함 30개 상자
14212,475,100// 카프라 명함 50개 상자
14213,475,100// 혓바닥요리 30개 상자
14214,475,100// 혓바닥요리 50개 상자
14215,475,100// 풍선껌 박스
14216,475,100// 풍선껌 5개 박스
14217,475,100// 확성기 상자
14218,475,100// 확성기 5개 상자
14219,475,100// 농축 에르늄 5개 상자
14220,475,100// 농축 오리데오콘 5개 상자
14221,475,100// 마법력 증폭 스크롤 10개 상자
14222,475,100// 마법력 증폭 스크롤 30개 상자
14223,475,100// 마법력 증폭 스크롤 50개 상자
14224,475,100// 콰그스크롤 10개 상자
14225,475,100// 콰그스크롤 30개 상자
14226,475,100// 콰그스크롤 50개 상자
14227,475,100// 치유의 지팡이 상자
14228,475,100// 프락시너스 상자
14229,475,100// 벚꽃 스크롤
14230,475,100// 음표헤드폰 상자
14231,475,100// 초보자용 상자
14232,475,100// 이그드라실 열매 10개 상자
14233,475,100// 고목나무가지 10개 상자
14234,475,100// 고목나무가지 25개 상자
14235,475,100// 전투교범 2개 상자
14236,475,100// 혓바닥요리 20개의 상자
14237,475,100// 사막전갈 모래찜 20개의 상자
14238,475,100// 불사의 찌개 20개의 상자
14239,475,100// 칵테일 용의 숨결 20개의 상자
14240,475,100// 흐베르겔미르의 술 20개의 상자
14241,475,100// 구미호 꼬리요리 20개의 상자
14242,475,100// 비홀더 링 상자
14243,475,100// 핼로우 링 상자
14244,475,100// 클래머러스 링 상자
14245,475,100// 케미컬 링 상자
14246,475,100// 인섹티사이드 링 상자
14247,475,100// 피셔 링 상자
14248,475,100// 디커세이트 링 상자
14249,475,100// 블러디 링 상자
14250,475,100// 사타닉 링 상자
14251,475,100// 드라군 링 상자
14252,475,100// 비홀더 링 상자Ⅱ
14253,475,100// 핼로우 링 상자Ⅱ
14254,475,100// 클래머러스 링 상자Ⅱ
14255,475,100// 케미컬 링 상자Ⅱ
14256,475,100// 인섹티사이드 링 상자Ⅱ
14257,475,100// 피셔 링 상자Ⅱ
14258,475,100// 디커세이트 링 상자Ⅱ
14259,475,100// 블러디 링 상자Ⅱ
14260,475,100// 사타닉 링 상자Ⅱ
14261,475,100// 드라군 링 상자Ⅱ
14262,475,100// 그림일기 마법가루 상자
14263,475,100// 미니하트 마법가루 상자
14264,475,100// 새내기 마법가루 상자
14265,475,100// 꼬꼬마 마법가루 상자
14266,475,100// 마법의 성 마법가루 상자
14267,475,100// 짱구 마법가루 상자
14268,475,100// 그림일기 마법가루 30일 상자
14269,475,100// 미니하트 마법가루 30일 상자
14270,475,100// 새내기 마법가루 30일 상자
14271,475,100// 꼬꼬마 마법가루 30일 상자
14272,475,100// 마법의 성 마법가루 30일 상자
14273,475,100// 짱구 마법가루 30일 상자
14274,475,100// 마법력 증폭 스크롤 10개 상자
14275,475,100// 마법력 증폭 스크롤 30개 상자
14276,475,100// 마법력 증폭 스크롤 50개 상자
14277,475,100// 콰그스크롤 10개 상자
14278,475,100// 콰그스크롤 30개 상자
14279,475,100// 콰그스크롤 50개 상자
14280,475,100// 치유의 지팡이 상자
14281,475,100// 프락시너스 상자
14282,475,100// 엠펠리움G 상자
14283,475,100// 혼인 서약서 상자
14284,475,100// 머플러 상자
14285,475,100// 발키리아 쉴드 상자
14286,475,100// 해골반지 상자
14287,475,100// 저지선 수리킷트
14288,475,100// 수호석 수리킷트
14289,475,100// 옷염색 쿠폰 상자
14290,475,100// 옷염색 쿠폰 상자 Ⅱ
14291,475,100// 옷염색 쿠폰 상자
14292,475,100// 옷염색 쿠폰 상자 Ⅱ
14293,475,100// 용병 계약서 상자
14294,475,100// 용병 계약서 5장 상자
14295,475,100// 용병 계약서 10장 상자
14296,475,100// 엔젤 스크롤
14297,475,100// 데빌 스크롤
14298,475,100// 깜짝 스크롤
//14299,475,100	//
14300,475,100// 이프리트 가면 상자
14301,475,100// 이프리트의 귀 상자
//14302,475,100	//
//14303,475,100	//
14304,475,100// 스쿠버 마스크 상자
//14305,475,100	//
14306,475,100// RWC 특수 스크롤
14307,475,100// RWC 한정 스크롤
14308,475,100// 열혈 스크롤
//14309,475,100	//
//14310,475,100	//
//14311,475,100	//
//14312,475,100	//
//14313,475,100	//
14314,475,100// 프리오니 스크롤 상자
14315,475,100// 고스트링 스크롤 상자
14316,475,100// 7월 7석 스크롤
14317,475,100// 백소진 스크롤
//14318,475,100	//
//14319,475,100	//
//14320,475,100	//
14321,475,100// 신성의 세이버 상자
14322,475,100// 기도하는 자의 서 상자
14323,475,100// 범상치 않은 자의 채찍 상자
14324,475,100// 밝지 못한 자의 지팡이
14325,475,100// 수도승의 너클 상자
14326,475,100// 광기의 둔기 상자
14327,475,100// 훌륭한 장창 상자
14328,475,100// 악마의 활 상자
14329,475,100// 재빠른 카타르 상자
14330,475,100// 명사수의 리볼버 상자
//14331,475,100	//
//14332,475,100	//
//14333,475,100	//
//14334,475,100	//
//14335,475,100	//
//14336,475,100	//
//14337,475,100	//
//14338,475,100	//
//14339,475,100	//
//14340,475,100	//
//14341,475,100	//
//14342,475,100	//
14343,475,100// 대못박힌 스카프 상자
14344,475,100// 무지개 스카프 상자
14345,475,100// 애니멀 스크롤
//14346,475,100	//
//14347,475,100	//
//14348,475,100	//
14349,475,100// 멘탈 포션 20개 상자
14350,475,100// 멘탈 포션 50개 상자
14351,475,100// 티르의 축복 20개 상자
14352,475,100// 티르의 축복 50개 상자
//14353,475,100	//
//14354,475,100	//
//14355,475,100	//
//14356,475,100	//
//14357,475,100	//
//14358,475,100	//
//14359,475,100	//
//14360,475,100	//
14361,475,100// 오크히어로 스크롤 상자
14362,475,100// 오크로드 스크롤 상자
14363,475,100// 따뜻한 마음의 스크롤
//14364,475,100	//
//14365,475,100	//
//14366,475,100	//
//14367,475,100	//
//14368,475,100	//
//14369,475,100	//
14381,475,100// 스태프 오브 피어싱 상자
14382,475,100// 리치의 해골지팡이 상자
14383,475,100// 롱혼 상자
14384,475,100// 헌팅 스피어 상자
14385,475,100// 사신의 명부 상자
14386,475,100// 스태프 오브 디스트럭션 상자
14387,475,100// 라이더 휘장 상자
14388,475,100// 미스릴 마법망토 상자
14389,475,100// 스나이핑 슈트 상자
14390,475,100// 오를레앙의 장갑 상자
14391,475,100// 스피리츄얼 링 상자
14392,475,100// 배리언트 슈즈 상자
14393,475,100// 만능부적 1개 상자
//14394,475,100	//
//14395,475,100	//
//14396,475,100	//
//14397,475,100	//
//14398,475,100	//
//14399,475,100	//
//14400,475,100	//
//14401,475,100	//
//14402,475,100	//
//14403,475,100	//
//14404,475,100	//
//14405,475,100	//
//14406,475,100	//
14407,475,100// 크리스마스 스크롤
14408,475,100// 신년 스크롤
//14409,475,100	//
//14410,475,100	//
//14411,475,100	//
//14412,475,100	//
//14413,475,100	//
//14414,475,100	//
//14415,475,100	//
//14416,475,100	//
//14417,475,100	//
//14418,475,100	//
//14419,475,100	//
//14420,475,100	//
//14421,475,100	//
//14422,475,100	//
//14423,475,100	//
//14424,475,100	//
//14425,507,100	//
14426,475,100// 포츈소드 상자
14427,475,100// 송곳 상자
14428,475,100// 카마이타치 상자
14429,475,100// 신들린 기타 상자
14430,475,100// 둠 슬레이어 상자
14431,475,100// 풍마수리검 열화 상자
14432,475,100// 오딘의 축복 상자
14433,475,100// 플레임로드 링 상자
14434,475,100// 레조넌스 링 상자
14435,475,100// 학생모 상자
14436,475,100// 울캡 상자
14437,475,100// 스핑크스 모자 상자
14438,475,100// 홍련의검 상자
14439,475,100// 가이드북 상자
14440,475,100// 주사위모자 상자
14441,475,100// 호랑이왕 인형모자 상자
14442,475,100// 떠돌이 늑대왕투구 상자
14443,475,100// 피자 모자 상자
14444,475,100// 아이스크림 모자 상자
//14445,475,100	//
//14446,475,100	//
14447,475,100// 해적의 자존심 상자
14448,475,100// 강령술사의 두건 상자
//14449,475,100	//
//14450,475,100	//
14459,475,100// 토끼 마술 모자 상자
14460,475,100// 중국 5주년 면사포 상자
14461,475,100// 아사라 요정 모자 상자
//14462,475,100	//
//14463,475,100	//
//14464,475,100	//
//14465,475,100	//
//14467,507,100	//
//14468,507,100	//
//14470,507,100	//
//14471,507,100	//
//14472,507,100	//
//14473,507,100	//
//14474,507,100	//
//14475,507,100	//
//14476,507,100	//
//14477,507,100	//
//14478,507,100	//
//14479,507,100	//
//14480,507,100	//
//14481,507,100	//
//14482,507,100	//
//14483,507,100	//
//14484,507,100	//
14488,475,100// 파란 파자마 모자 상자
14489,475,100// 핑크 파자마 모자 상자
14490,475,100// 상어모자 상자
//14491,475,100	//
//14492,475,100	//
//14493,475,100	//
14494,475,100// 사만바이아 상자
14499,475,100// 공작새 깃털 상자
14500,475,100// 훌륭한 생명보험 증서
14505,507,100// 던전 1시간 이용권
14506,507,100// 던전 이용권
14508,475,100// 제니 펫 알 스크롤
14509,475,100// 가벼운 집중포션
14510,475,100// 가벼운 각성포션
14511,475,100// Light Berserk Potion
14512,475,100// 메테오스톰 스크롤
14513,475,100// 스톰가스트 스크롤
14514,475,100// 로드 오브 버밀리온 스크롤
14515,475,100// 렉스 에테르나 스크롤
14516,475,100// 마니피캇 스크롤
14517,475,100// 케미칼 프로텍션 헬름 스크롤
14518,475,100// 케미칼 프로텍션 쉴드 스크롤
14519,475,100// 케미칼 프로텍션 아머 스크롤
14520,475,100// 케미칼 프로텍션 웨폰 스크롤
14521,475,100// 무기수리 스크롤
14522,475,100// 왕만두
14523,475,100// 환약
14524,475,100// 환상의 회
14525,475,100// 찰떡
14526,475,100// 유밀과
14527,475,100// 던전 이동 스크롤
14528,475,100// PVP 이동 스크롤
14529,507,100// 탐욕 스크롤
14530,475,100// 날렵함의 스크롤
14531,475,100// 집중력의 스크롤
14532,475,100// 기초 전투교범
14533,475,100// 상급 전투교범
14533,475,100// 상급 전투교범
14534,475,100// 소형 생명수
14535,475,100// 중형 생명수
14536,475,100// 연마제
14537,475,100// 회복력 향상포션
14538,475,100// 환영의 술잔
14539,475,100// 쉐도우 아머 스크롤
14540,475,100// 홀리 아머 스크롤
14541,475,100// 소형 물리 방어 포션
14542,475,100// 대형 물리 방어 포션
14543,475,100// 소형 마법 방어 포션
14544,475,100// 대형 마법 방어 포션
14545,475,100// 300% 전투교범
14546,475,100// 사랑해 폭죽
14547,475,100// 화이트데이 폭죽
14548,475,100// 발렌타인데이 폭죽
14549,475,100// 생일 폭죽
14550,475,100// 크리스마스 폭죽
14551,475,100// 메뚜기 볶음
14552,475,100// 물갈퀴 무침
14553,475,100// 봄버 스테이크
14554,475,100// 포도과즙 허브티
14555,475,100// 만엽의 홍차
14556,475,100// 허브 꿀차
14557,475,100// 게 집게발 찜
14558,475,100// 해산물 요리
14559,475,100// 조개탕
14560,475,100// 개구리알 먹물 스프
14561,475,100// 미끌미끌 국수
14562,475,100// 촉수 치즈 그라탕
14563,475,100// 꿀포도 쥬스
14564,475,100// 초콜렛무스 케이크
14565,475,100// 후르츠 믹스
14566,475,100// 원숭이 꼬리볶음
14567,475,100// 혼합쥬스
14568,475,100// 맛탕
14569,475,100// 단검고블린의 반지
14570,475,100// 플레고블린의 반지
14571,475,100// 해머고블린의 반지
14572,475,100// 홀리 마블
14573,475,100// 붉게 타는 돌
14575,475,100// 루티에 아줌마의 부침개
14576,475,100// 마스테라주
14577,475,100// 매콤하게 구운만두
14578,475,100// 박쥐날개 호박찜
14579,475,100// 녹색의 샐러드
14580,475,100// 전갈볶음
14581,475,100// 던전 이동 스크롤II
14582,475,100// 노랑나비의 날개
14583,475,100// 초록나비의 날개
14584,475,100// 빨간나비의 날개
14585,475,100// 파란나비의 날개
14586,475,100// 톡톡캔디
14587,475,100// 무기 수리 주문서
14588,475,100// 파티 블레싱 스크롤
14589,475,100// 파티 민첩성증가 스크롤
14590,475,100// 파티 아숨프티오 스크롤
14591,475,100// 공성맵 텔레포트 스크롤
14591,475,100// 공성맵 텔레포트 스크롤
14592,475,100// JOB 전투교범
14593,475,100// 마법력 증폭 스크롤
14594,475,100// 콰그 마이어 스크롤
14595,507,100// 봉인이 풀린 마법주문서
14597,475,100// 프리오니 스크롤
14598,475,100// 고스트링 스크롤
14599,475,100// 탐욕 스크롤
14600,475,100// 멘탈 포션
14601,475,100// 티르의 축복
14602,475,100// 타오군 카 스크롤
14603,475,100// 미스트레스 스크롤
14604,475,100// 오크히어로 스크롤
14605,475,100// 오크로드 스크롤
14606,475,100// JOB 전투교범
14611,475,100// M Def Potion
14612,475,100// M Mdef Potion
14613,475,100// 2012 RWC 스크롤
14614,475,100// 특수 방어 포션
14616,475,100// 힘의 막대과자
14617,475,100// 체력의 막대과자
14618,475,100// 민첩의 막대과자
14619,475,100// 지식의 막대과자
14620,475,100// 재주의 막대과자
14621,475,100// 행운의 막대과자
14623,475,100// 황금 보물상자
14627,475,100// 크리스마스 스크롤
14628,475,100// 의상 페스티벌 상자
14663,475,100// 봉인된 다크로드 스크롤
14672,459,100// 스틸파이터(20Lv)스크롤
14673,459,100// 스틸파이터(25Lv)스크롤
14675,475,100// 쉐도우 박스Ⅱ
14679,475,100// 봉인된 폭풍의 기사 스크롤
14682,475,100// 봉인된 베르제브브 스크롤
14689,475,100// 봉인된  키엘-D-01 스크롤
14696,475,100// 봉인된 그룸언더나이트 스크롤
14704,475,100// 젬스톤 쉐도우 상자
14705,475,100// 봉인된 타락한대신관 스크롤
14713,475,100// 봉인된 이프리트 스크롤
14717,475,100// 2013 RWC 스크롤
14718,475,100// 봉인된 터틀 제네럴 스크롤
14723,475,100// (한정)섬광막대Ⅰ
14724,475,100// (한정)섬광막대Ⅱ
14725,475,100// 봉인된 백소진 스크롤
14726,475,100// 그리드 쉐도우 상자
14727,475,100// 힐 쉐도우 상자
14728,475,100// 하이딩 쉐도우 상자
14729,475,100// 클로킹 쉐도우 상자
14730,475,100// 의상 페스티벌 상자Ⅱ
14731,475,100// 텔레포테이션 쉐도우 상자
14732,475,100// 스틸 쉐도우 상자
14733,475,100// 봉인된 파라오 스크롤
14735,475,100// Shapeshifter Costume
14739,475,100// 봉인된 보스이그니젬 스크롤
14740,475,100// 봉인된 베스퍼 스크롤
14758,475,100// 안심제련 스크롤
14765,475,100// JOB 전투교범 한정판
14766,475,100// 한정판 파워 부스터
14805,475,100// Almighty Lucky Egg
15001,507,100// 오딘의 축복
15002,507,100// 룬 플레이트
15007,467,100// 시간의 수호자 로브
15009,499,100// 낙원단 제복Ⅰ
15010,499,100// 낙원단 제복Ⅱ
15011,499,100// 낙원단 제복Ⅲ
15023,507,100// 브륀힐트(체험판)
15031,499,100// 낙원단 제복Ⅳ
15033,507,100// 튜토리얼 맨틀
15034,507,100// 튜토리얼 맨틀
15062,499,100// TE 공성 롱코트
15063,499,100// TE 공성 메일
15064,499,100// TE 공성 매직코트
15067,507,100// 룬의 정장
15116,467,100// 비공정 갑옷
15141,467,100// 균열의 고대 갑옷
16002,507,100// 스터너
16004,499,100// P.메이스Ⅰ
16005,499,100// P.메이스Ⅱ
16006,499,100// 여행자의 메이스
16014,499,100// P.메이스Ⅲ
16016,507,100// 참다랑어
16023,499,100// 메탈 메이스
16025,499,100// TE 공성 메이스
16038,467,100// 무한의 메이스
//16100,475,100	//
//16101,475,100	//
//16102,475,100	//
//16103,475,100	//
//16104,475,100	//
//16105,475,100	//
//16106,475,100	//
//16107,475,100	//
//16108,475,100	//
//16109,475,100	//
//16110,475,100	//
//16111,475,100	//
//16112,475,100	//
//16113,475,100	//
//16114,475,100	//
//16115,475,100	//
//16116,475,100	//
//16117,475,100	//
//16118,475,100	//
//16119,475,100	//
//16120,475,100	//
//16121,475,100	//
//16122,475,100	//
//16123,475,100	//
//16124,475,100	//
//16125,475,100	//
//16126,475,100	//
//16127,475,100	//
//16128,475,100	//
//16129,475,100	//
//16130,475,100	//
16131,475,100// 타니 아가씨 인형 상자
16132,475,100// 루나틱 모자 상자
16133,475,100// 빛의 수호 지팡이 상자
16134,475,100// 개구리 왕자 모자 상자
16135,475,100// 마왕의 뼈 투구 상자
//16136,475,100	//
//16137,475,100	//
//16138,475,100	//
//16139,475,100	//
//16140,475,100	//
//16141,475,100	//
//16142,475,100	//
//16143,475,100	//
//16144,475,100	//
//16145,475,100	//
//16146,475,100	//
//16147,475,100	//
//16148,475,100	//
//16149,475,100	//
//16150,475,100	//
//16151,475,100	//
//16152,475,100	//
//16153,475,100	//
//16154,475,100	//
//16155,475,100	//
//16156,475,100	//
//16157,475,100	//
//16158,475,100	//
//16159,475,100	//
//16160,475,100	//
//16161,475,100	//
//16162,475,100	//
//16163,475,100	//
//16164,475,100	//
//16165,475,100	//
//16166,475,100	//
//16167,475,100	//
//16168,475,100	//
//16169,475,100	//
//16170,475,100	//
//16171,475,100	//
//16172,475,100	//
//16173,475,100	//
//16174,475,100	//
//16175,475,100	//
//16176,475,100	//
//16177,475,100	//
//16178,475,100	//
//16179,475,100	//
//16180,475,100	//
//16181,475,100	//
//16182,475,100	//
//16183,475,100	//
//16184,475,100	//
16185,475,100// 까마귀 모자 상자
16186,475,100// 아기 용 모자 상자
//16187,475,100	//
//16188,475,100	//
//16189,475,100	//
//16190,475,100	//
//16191,475,100	//
16192,475,100// 콰티 모자 상자
16193,475,100// 투칸 모자 상자
16194,475,100// 재규어 모자 상자
//16220,475,100	//
//16221,475,100	//
//16222,475,100	//
//16223,475,100	//
//16224,475,100	//
//16225,475,100	//
16226,475,100// 백양궁 하늘의 보관 상자
16227,475,100// 백양궁 하늘의 왕관 상자
16228,475,100// RJC 꽃의 카츄사 상자
16229,475,100// 진홍의 장미 상자
16229,475,100// 진홍의 장미 상자
16230,475,100// Taurus Diadem Box
16231,475,100// Taurus Crown Box
16232,409,100// 레긴레이브의 날개 상자
16235,475,100// 문어 모자 상자
16236,475,100// 리프캣 모자 상자
16237,475,100// 퍼씰 모자 상자
16238,475,100// 와일드 로즈 모자
//16240,475,100	//
//16241,475,100	//
//16242,475,100	//
//16243,475,100	//
16246,475,100// 사기의 왕관 상자
16247,475,100// 항룡 나한 가면 상자
16248,475,100// 복호 나한 가면 상자
16251,475,100// 쌍자궁 하늘의 보관 상자
16252,475,100// 쌍자궁 하늘의 왕관 상자
16254,475,100// 활성화 포션 상자
//16255,475,100	//
//16256,1,100	//
16258,475,100// 고밀도 브라디움 5개 상자
16259,475,100// 고밀도 카르늄 5개 상자
16260,475,100// 고밀도 브라디움 10개 상자
16261,475,100// 고밀도 카르늄 10개 상자
16262,475,100// 고밀도 브라디움 5개 상자
16263,475,100// 고밀도 카르늄 5개 상자
16264,475,100// 고밀도 브라디움 10개 상자
16265,475,100// 고밀도 카르늄 10개 상자
//16271,475,100	//
//16272,475,100	//
//16273,475,100	//
//16274,475,100	//
//16275,475,100	//
//16276,475,100	//
//16277,475,100	//
//16278,475,100	//
//16279,475,100	//
//16280,475,100	//
//16281,475,100	//
//16282,475,100	//
//16283,475,100	//
//16284,475,100	//
//16285,475,100	//
//16286,475,100	//
//16287,475,100	//
//16288,475,100	//
//16289,475,100	//
//16290,475,100	//
//16291,475,100	//
//16292,475,100	//
//16293,475,100	//
//16294,475,100	//
//16295,475,100	//
//16296,475,100	//
//16297,475,100	//
//16298,475,100	//
//16299,475,100	//
//16300,475,100	//
//16301,475,100	//
//16302,475,100	//
//16303,475,100	//
16304,475,100// 악마의 현신
16305,475,100// 강화 가드 상자
16306,475,100// 강화 가드 상자
16307,475,100// 강화 버클러 상자
16308,475,100// 강화 버클러 상자
16309,475,100// 강화 쉴드 상자
16310,475,100// 강화 쉴드 상자
16311,475,100// 강화 슈즈 상자
16312,475,100// 강화 슈즈 상자
16313,475,100// 강화 부츠 상자
16314,475,100// 강화 부츠 상자
16315,475,100// 강화 그리브 상자
16316,475,100// 강화 그리브 상자
16317,475,100// 강화 후드 상자
16318,475,100// 강화 후드 상자
16319,475,100// 강화 머플러 상자
